protein_id,symbol,description,entrez_id,ensembl,subcell_loc,passed_filter,protein_cluster,median_npeptides_quantification,prop_samples_expr
Q9Y487,ATP6V0A2,RecName: Full=V-type proton ATPase 116 kDa subunit a isoform 2; Short=V-ATPase 116 kDa isoform a2; AltName: Full=Lysosomal H(+)-transporting ATPase V0 subunit a2; AltName: Full=TJ6; AltName: Full=Vacuolar proton translocating ATPase 116 kDa subunit a,23545,ENSG00000185344,Cell membrane,FALSE,NA,2,0.8412698412698413
Q9HBG4,ATP6V0A4,V-type proton ATPase 116 kDa subunit a isoform 4,50617,ENSG00000105929,Apical cell membrane,FALSE,NA,2.5,0.015873015873015872
P27449,ATP6V0C,RecName: Full=V-type proton ATPase 16 kDa proteolipid subunit; Short=V-ATPase 16 kDa proteolipid subunit; AltName: Full=Vacuolar proton pump 16 kDa proteolipid subunit,527,ENSG00000185883,Vacuole membrane,TRUE,4,5,0.873015873015873
P61421,ATP6V0D1,RecName: Full=V-type proton ATPase subunit d 1; Short=V-ATPase subunit d 1; AltName: Full=32 kDa accessory protein; AltName: Full=V-ATPase 40 kDa accessory protein; AltName: Full=V-ATPase AC39 subunit; Short=p39; AltName: Full=Vacuolar proton pump su,9114,ENSG00000159720,Membrane,TRUE,4,8,1
Q8N8Y2,ATP6V0D2,V-type proton ATPase subunit d 2,245972,ENSG00000147614,NA,FALSE,NA,1,0
O15342,ATP6V0E1,V-type proton ATPase subunit e 1,8992,ENSG00000113732,Membrane,FALSE,NA,1,0
P38606,ATP6V1A,RecName: Full=V-type proton ATPase catalytic subunit A; Short=V-ATPase subunit A; EC=3.6.3.14; AltName: Full=V-ATPase 69 kDa subunit; AltName: Full=Vacuolar ATPase isoform VA68; AltName: Full=Vacuolar proton pump subunit alpha,523,ENSG00000114573,Cytoplasm,TRUE,4,65,1
P15313,ATP6V1B1,"RecName: Full=V-type proton ATPase subunit B, kidney isoform; Short=V-ATPase subunit B 1; AltName: Full=Endomembrane proton pump 58 kDa subunit; AltName: Full=Vacuolar proton pump subunit B 1",525,ENSG00000116039,Endomembrane system,FALSE,NA,1,0.1746031746031746
P21281,ATP6V1B2,"RecName: Full=V-type proton ATPase subunit B, brain isoform; Short=V-ATPase subunit B 2; AltName: Full=Endomembrane proton pump 58 kDa subunit; AltName: Full=HO57; AltName: Full=Vacuolar proton pump subunit B 2",526,ENSG00000147416,Endomembrane system,TRUE,4,24,1
P21283,ATP6V1C1,V-type proton ATPase subunit C 1,528,ENSG00000155097,NA,TRUE,4,14,1
Q8NEY4,ATP6V1C2,RecName: Full=V-type proton ATPase subunit C 2; Short=V-ATPase subunit C 2; AltName: Full=Vacuolar proton pump subunit C 2,245973,ENSG00000143882,NA,FALSE,NA,1,0.015873015873015872
Q9Y5K8,ATP6V1D,RecName: Full=V-type proton ATPase subunit D; Short=V-ATPase subunit D; AltName: Full=V-ATPase 28 kDa accessory protein; AltName: Full=Vacuolar proton pump subunit D,51382,ENSG00000100554,Membrane,TRUE,4,8,1
P36543,ATP6V1E1,RecName: Full=V-type proton ATPase subunit E 1; Short=V-ATPase subunit E 1; AltName: Full=V-ATPase 31 kDa subunit; Short=p31; AltName: Full=Vacuolar proton pump subunit E 1,529,ENSG00000131100,NA,TRUE,4,10,1
Q96A05,ATP6V1E2,RecName: Full=V-type proton ATPase subunit E 2; Short=V-ATPase subunit E 2; AltName: Full=Vacuolar proton pump subunit E 2,90423,ENSG00000250565,NA,FALSE,NA,1,0
Q16864,ATP6V1F,RecName: Full=V-type proton ATPase subunit F; Short=V-ATPase subunit F; AltName: Full=V-ATPase 14 kDa subunit; AltName: Full=Vacuolar proton pump subunit F,9296,ENSG00000128524,NA,TRUE,6,4,0.9841269841269841
O75348,ATP6V1G1,RecName: Full=V-type proton ATPase subunit G 1; Short=V-ATPase subunit G 1; AltName: Full=V-ATPase 13 kDa subunit 1; AltName: Full=Vacuolar proton pump subunit G 1; AltName: Full=Vacuolar proton pump subunit M16,9550,ENSG00000136888,NA,TRUE,4,5,0.9682539682539683
O95670,ATP6V1G2,V-type proton ATPase subunit G 2,534,ENSG00000213760,Melanosome,FALSE,NA,1,0.015873015873015872
Q9UI12,ATP6V1H,RecName: Full=V-type proton ATPase subunit H; Short=V-ATPase subunit H; AltName: Full=Nef-binding protein 1; Short=NBP1; AltName: Full=Protein VMA13 homolog; AltName: Full=V-ATPase 50/57 kDa subunits; AltName: Full=Vacuolar proton pump subunit H; Alt,51606,ENSG00000047249,NA,TRUE,4,10,1
Q04656,ATP7A,RecName: Full=Copper-transporting ATPase 1; EC=3.6.3.4; AltName: Full=Copper pump 1; AltName: Full=Menkes disease-associated protein,538,ENSG00000165240,"Golgi apparatus, trans-Golgi network membrane",FALSE,NA,2,0.5555555555555556
P35670,ATP7B,Copper-transporting ATPase 2,540,ENSG00000123191,"Golgi apparatus, trans-Golgi network membrane",FALSE,NA,1,0.015873015873015872
Q9Y2Q0,ATP8A1,Phospholipid-transporting ATPase IA,10396,ENSG00000124406,"Cytoplasmic vesicle, secretory vesicle, chromaffin granule membrane",FALSE,NA,1,0.015873015873015872
Q9NTI2,ATP8A2,Phospholipid-transporting ATPase IB,51761,ENSG00000132932,Membrane,FALSE,NA,1,0
O43520,ATP8B1,RecName: Full=Probable phospholipid-transporting ATPase IC; EC=3.6.3.1; AltName: Full=ATPase class I type 8B member 1; AltName: Full=Familial intrahepatic cholestasis type 1,5205,ENSG00000081923,Cell membrane,FALSE,NA,3,0.6984126984126984
P98198,ATP8B2,Phospholipid-transporting ATPase ID,57198,ENSG00000143515,Cell membrane,FALSE,NA,1,0
O60423,ATP8B3,Phospholipid-transporting ATPase IK,148229,ENSG00000130270,"Cytoplasmic vesicle, secretory vesicle, acrosome membrane",FALSE,NA,1,0.031746031746031744
Q8TF62,ATP8B4,Probable phospholipid-transporting ATPase IM,79895,ENSG00000104043,Cell membrane,FALSE,NA,1,0.015873015873015872
O75110,ATP9A,RecName: Full=Probable phospholipid-transporting ATPase IIA; EC=3.6.3.1; AltName: Full=ATPase class II type 9A,10079,ENSG00000054793,Early endosome membrane,FALSE,NA,3,0.873015873015873
O43861,ATP9B,Probable phospholipid-transporting ATPase IIB,374868,ENSG00000166377,"Golgi apparatus, trans-Golgi network membrane",FALSE,NA,1,0.6507936507936508
Q5TC12,ATPAF1,RecName: Full=ATP synthase mitochondrial F1 complex assembly factor 1; AltName: Full=ATP11 homolog; Flags: Precursor,64756,ENSG00000123472,Mitochondrion,FALSE,NA,3,0.8571428571428571
Q8N5M1,ATPAF2,RecName: Full=ATP synthase mitochondrial F1 complex assembly factor 2; AltName: Full=ATP12 homolog; Flags: Precursor,91647,ENSG00000171953,Mitochondrion,FALSE,NA,2,0.6190476190476191
Q13535,ATR,RecName: Full=Serine/threonine-protein kinase ATR; EC=2.7.11.1; AltName: Full=Ataxia telangiectasia and Rad3-related protein; AltName: Full=FRAP-related protein 1,545,ENSG00000175054,Nucleus,FALSE,NA,1,0.38095238095238093
Q6UW56,ATRAID,All-trans retinoic acid-induced differentiation factor,51374,ENSG00000138085,Nucleus envelope,FALSE,NA,1,0.38095238095238093
Q8WXE1,ATRIP,RecName: Full=ATR-interacting protein; AltName: Full=ATM and Rad3-related-interacting protein,84126,ENSG00000164053,Nucleus,FALSE,NA,1,0.4126984126984127
O75882,ATRN,RecName: Full=Attractin; AltName: Full=DPPT-L; AltName: Full=Mahogany homolog; Flags: Precursor,8455,ENSG00000088812,Cell membrane,FALSE,NA,3,0.873015873015873
Q5VV63,ATRNL1,Attractin-like protein 1,26033,ENSG00000107518,Membrane,FALSE,NA,1,0.015873015873015872
P46100,ATRX,RecName: Full=Transcriptional regulator ATRX; EC=3.6.4.12; AltName: Full=ATP-dependent helicase ATRX; AltName: Full=X-linked helicase II; AltName: Full=X-linked nuclear protein; Short=XNP; AltName: Full=Znf-HX,546,ENSG00000085224,Nucleus,TRUE,3,6,0.9682539682539683
P54253,ATXN1,RecName: Full=Ataxin-1; AltName: Full=Spinocerebellar ataxia type 1 protein,6310,ENSG00000124788,Cytoplasm,FALSE,NA,1,0.06349206349206349
Q9UBB4,ATXN10,Ataxin-10,25814,ENSG00000130638,"Cytoplasm, perinuclear region",TRUE,6,15,1
P0C7T5,ATXN1L,RecName: Full=Ataxin-1-like; AltName: Full=Brother of ataxin-1; Short=Brother of ATXN1,342371,ENSG00000224470,Nucleus,FALSE,NA,1,0.25396825396825395
Q99700,ATXN2,RecName: Full=Ataxin-2; AltName: Full=Spinocerebellar ataxia type 2 protein; AltName: Full=Trinucleotide repeat-containing gene 13 protein,6311,ENSG00000204842,Cytoplasm,TRUE,5,5,0.9365079365079365
Q8WWM7,ATXN2L,RecName: Full=Ataxin-2-like protein; AltName: Full=Ataxin-2 domain protein; AltName: Full=Ataxin-2-related protein,11273,ENSG00000168488,Membrane,TRUE,5,21,1
P54252,ATXN3,RecName: Full=Ataxin-3; EC=3.4.19.12; AltName: Full=Machado-Joseph disease protein 1; AltName: Full=Spinocerebellar ataxia type 3 protein,4287,ENSG00000066427,Nucleus matrix,TRUE,6,7,1
Q9H3M9,ATXN3L,Ataxin-3-like protein,92552,ENSG00000123594,Nucleus,FALSE,NA,1,0
O15265,ATXN7,Ataxin-7,6314,ENSG00000285258,Nucleus,FALSE,NA,1,0.06349206349206349
Q5T6C5,ATXN7L2,RecName: Full=Ataxin-7-like protein 2,127002,ENSG00000162650,NA,FALSE,NA,1,0.06349206349206349
Q14CW9,ATXN7L3,Ataxin-7-like protein 3,56970,ENSG00000087152,Nucleus,FALSE,NA,1,0.09523809523809523
Q96GX2,ATXN7L3B,RecName: Full=Putative ataxin-7-like protein 3B,552889,ENSG00000253719,Cytoplasm,FALSE,NA,2,0.8253968253968254
Q13825,AUH,"RecName: Full=Methylglutaconyl-CoA hydratase, mitochondrial; EC=4.2.1.18; AltName: Full=AU-specific RNA-binding enoyl-CoA hydratase; Short=AU-binding protein/enoyl-CoA hydratase; Flags: Precursor",549,ENSG00000148090,Mitochondrion,FALSE,NA,1,0.36507936507936506
Q9H7T9,AUNIP,Aurora kinase A and ninein-interacting protein,79000,ENSG00000127423,Nucleus,FALSE,NA,1,0.015873015873015872
Q9Y679,AUP1,Ancient ubiquitous protein 1,550,ENSG00000115307,Endoplasmic reticulum membrane,TRUE,2,6,0.9682539682539683
O14965,AURKA,Aurora kinase A,6790,ENSG00000087586,"Cytoplasm, cytoskeleton, microtubule organizing center, centrosome",FALSE,NA,2,0.47619047619047616
Q9NWT8,AURKAIP1,Aurora kinase A-interacting protein,54998,ENSG00000175756,Mitochondrion,FALSE,NA,1,0.015873015873015872
Q96GD4,AURKB,RecName: Full=Aurora kinase B; EC=2.7.11.1; AltName: Full=Aurora 1; AltName: Full=Aurora- and IPL1-like midbody-associated protein 1; Short=AIM-1; AltName: Full=Aurora/IPL1-related kinase 2; Short=ARK-2; Short=Aurora-related kinase 2; AltName: Full=S,9212,ENSG00000178999,Nucleus,FALSE,NA,3,0.3968253968253968
Q8WXX7,AUTS2,RecName: Full=Autism susceptibility gene 2 protein,26053,ENSG00000158321,Nucleus,FALSE,NA,1,0
Q9NQS1,AVEN,RecName: Full=Cell death regulator Aven,57099,ENSG00000169857,Endomembrane system,FALSE,NA,2,0.6349206349206349
O75366,AVIL,Advillin,10677,ENSG00000135407,"Cytoplasm, cytoskeleton",FALSE,NA,6,0.031746031746031744
Q8NBF6,AVL9,RecName: Full=Late secretory pathway protein AVL9 homolog,23080,ENSG00000105778,Recycling endosome,FALSE,NA,3,0.7619047619047619
P01185,AVP,Vasopressin-neurophysin 2-copeptin,551,ENSG00000101200,Secreted,FALSE,NA,1,0.015873015873015872
P37288,AVPR1A,Vasopressin V1a receptor,552,ENSG00000166148,Cell membrane,FALSE,NA,1,0
P47901,AVPR1B,RecName: Full=Vasopressin V1b receptor; Short=V1bR; AltName: Full=AVPR V1b; AltName: Full=AVPR V3; AltName: Full=Antidiuretic hormone receptor 1b; AltName: Full=Vasopressin V3 receptor,553,ENSG00000198049,Cell membrane,FALSE,NA,1,0
Q6E213,AWAT2,Acyl-CoA wax alcohol acyltransferase 2,158835,ENSG00000147160,Endoplasmic reticulum membrane,FALSE,NA,1,0
Q5T1B0,AXDND1,Axonemal dynein light chain domain-containing protein 1,126859,ENSG00000162779,NA,FALSE,NA,1,0
O15169,AXIN1,RecName: Full=Axin-1; AltName: Full=Axis inhibition protein 1; Short=hAxin,8312,ENSG00000103126,Cytoplasm,FALSE,NA,1,0.031746031746031744
Q9Y2T1,AXIN2,Axin-2,8313,ENSG00000168646,Cytoplasm,FALSE,NA,1,0
P30530,AXL,RecName: Full=Tyrosine-protein kinase receptor UFO; EC=2.7.10.1; AltName: Full=AXL oncogene; Flags: Precursor,558,ENSG00000167601,Cell membrane,FALSE,NA,2,0.30158730158730157
P25311,AZGP1,Zinc-alpha-2-glycoprotein,563,ENSG00000160862,Secreted,FALSE,NA,14,0.1111111111111111
Q9H6S1,AZI2,5-azacytidine-induced protein 2,64343,ENSG00000163512,Cytoplasm,FALSE,NA,1,0.9365079365079365
P20160,AZU1,Azurocidin,566,ENSG00000172232,Cytoplasmic granule membrane,FALSE,NA,7,0.015873015873015872
P61769,B2M,RecName: Full=Beta-2-microglobulin; Contains: RecName: Full=Beta-2-microglobulin form pI 5.3; Flags: Precursor,567,ENSG00000166710,Secreted,TRUE,4,10,0.9523809523809523
O75752,B3GALNT1,"UDP-GalNAc:beta-1,3-N-acetylgalactosaminyltransferase 1",8706,ENSG00000169255,Golgi apparatus membrane,FALSE,NA,1,0.015873015873015872
Q8NCR0,B3GALNT2,"UDP-GalNAc:beta-1,3-N-acetylgalactosaminyltransferase 2",148789,ENSG00000162885,Golgi apparatus membrane,FALSE,NA,1,0.015873015873015872
Q9Y5Z6,B3GALT1,"Beta-1,3-galactosyltransferase 1",8708,ENSG00000172318,Golgi apparatus membrane,FALSE,NA,1,0.015873015873015872
O43825,B3GALT2,"Beta-1,3-galactosyltransferase 2",8707,ENSG00000162630,Golgi apparatus membrane,FALSE,NA,1,0
O96024,B3GALT4,"Beta-1,3-galactosyltransferase 4",8705,ENSG00000206285,Golgi apparatus membrane,FALSE,NA,1,0
Q9Y2C3,B3GALT5,"RecName: Full=Beta-1,3-galactosyltransferase 5; Short=Beta-1,3-GalTase 5; Short=Beta3Gal-T5; Short=Beta3GalT5; Short=b3Gal-T5; EC=2.4.1.-; AltName: Full=Beta-3-Gx-T5; AltName: Full=UDP-Gal:beta-GlcNAc beta-1,3-galactosyltransferase 5; AltName: Full=U",10317,ENSG00000183778,Golgi apparatus membrane,FALSE,NA,1,0.031746031746031744
P59052,B3GALT5-AS1,Putative uncharacterized protein B3GALT5-AS1,NA,NA,NA,FALSE,NA,1,0
Q96L58,B3GALT6,"RecName: Full=Beta-1,3-galactosyltransferase 6; Short=Beta-1,3-GalTase 6; Short=Beta3Gal-T6; Short=Beta3GalT6; EC=2.4.1.134; AltName: Full=GAG GalTII; AltName: Full=Galactosyltransferase II; AltName: Full=Galactosylxylosylprotein 3-beta-galactosyltra",126792,ENSG00000176022,"Golgi apparatus, Golgi stack membrane",FALSE,NA,1,0.3968253968253968
Q9NPZ5,B3GAT2,Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 2,135152,ENSG00000112309,Golgi apparatus membrane,FALSE,NA,1,0
O94766,B3GAT3,Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 3,26229,ENSG00000149541,Golgi apparatus membrane,FALSE,NA,3,0.9523809523809523
Q6Y288,B3GLCT,"RecName: Full=Beta-1,3-glucosyltransferase; Short=Beta3Glc-T; EC=2.4.1.-; AltName: Full=Beta-3-glycosyltransferase-like",145173,ENSG00000187676,Endoplasmic reticulum membrane,FALSE,NA,3,0.6507936507936508
Q9NY97,B3GNT2,"N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase 2",10678,ENSG00000170340,Golgi apparatus membrane,FALSE,NA,1,0
Q9Y2A9,B3GNT3,"N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase 3",10331,ENSG00000179913,Golgi apparatus membrane,FALSE,NA,1,0.2698412698412698
Q9C0J1,B3GNT4,"N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase 4",79369,ENSG00000176383,Golgi apparatus membrane,FALSE,NA,1,0.015873015873015872
Q6ZMB0,B3GNT6,"Acetylgalactosaminyl-O-glycosyl-glycoprotein beta-1,3-N-acetylglucosaminyltransferase",192134,ENSG00000198488,Golgi apparatus membrane,FALSE,NA,1,0
Q7Z7M8,B3GNT8,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 8",374907,ENSG00000177191,Golgi apparatus membrane,FALSE,NA,1,0.047619047619047616
Q6UX72,B3GNT9,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 9",84752,ENSG00000237172,Golgi apparatus membrane,FALSE,NA,1,0.015873015873015872
Q67FW5,B3GNTL1,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase-like protein 1",146712,ENSG00000175711,NA,FALSE,NA,1,0.015873015873015872
Q00973,B4GALNT1,"Beta-1,4 N-acetylgalactosaminyltransferase 1",2583,ENSG00000135454,Golgi apparatus membrane,FALSE,NA,1,0.015873015873015872
Q76KP1,B4GALNT4,"RecName: Full=N-acetyl-beta-glucosaminyl-glycoprotein 4-beta-N-acetylgalactosaminyltransferase 1; Short=NGalNAc-T1; EC=2.4.1.244; AltName: Full=Beta-1,4-N-acetylgalactosaminyltransferase IV; Short=Beta4GalNAc-T4; Short=Beta4GalNAcT4",338707,ENSG00000182272,"Golgi apparatus, Golgi stack membrane",FALSE,NA,1,0.015873015873015872
P15291,B4GALT1,"RecName: Full=Beta-1,4-galactosyltransferase 1; Short=Beta-1,4-GalTase 1; Short=Beta4Gal-T1; Short=b4Gal-T1; EC=2.4.1.-; AltName: Full=UDP-Gal:beta-GlcNAc beta-1,4-galactosyltransferase 1; AltName: Full=UDP-galactose:beta-N-acetylglucosamine beta-1,4",2683,ENSG00000086062,"Golgi apparatus, Golgi stack membrane",TRUE,2,7,0.9523809523809523
O60512,B4GALT3,"RecName: Full=Beta-1,4-galactosyltransferase 3; Short=Beta-1,4-GalTase 3; Short=Beta4Gal-T3; Short=b4Gal-T3; EC=2.4.1.-; AltName: Full=UDP-Gal:beta-GlcNAc beta-1,4-galactosyltransferase 3; AltName: Full=UDP-galactose:beta-N-acetylglucosamine beta-1,4",8703,ENSG00000158850,"Golgi apparatus, Golgi stack membrane",FALSE,NA,1,0.4444444444444444
O60513,B4GALT4,"Beta-1,4-galactosyltransferase 4",8702,ENSG00000121578,"Golgi apparatus, Golgi stack membrane",FALSE,NA,1,0.1746031746031746
O43286,B4GALT5,"RecName: Full=Beta-1,4-galactosyltransferase 5; Short=Beta-1,4-GalTase 5; Short=Beta4Gal-T5; Short=b4Gal-T5; EC=2.4.1.-; AltName: Full=Beta-1,4-GalT II; AltName: Full=UDP-Gal:beta-GlcNAc beta-1,4-galactosyltransferase 5; AltName: Full=UDP-galactose:b",9334,ENSG00000158470,"Golgi apparatus, Golgi stack membrane",FALSE,NA,1,0.015873015873015872
Q9UBV7,B4GALT7,"RecName: Full=Beta-1,4-galactosyltransferase 7; Short=Beta-1,4-GalTase 7; Short=Beta4Gal-T7; Short=b4Gal-T7; EC=2.4.1.-; AltName: Full=UDP-Gal:beta-GlcNAc beta-1,4-galactosyltransferase 7; AltName: Full=UDP-galactose:beta-N-acetylglucosamine beta-1,4",11285,ENSG00000027847,"Golgi apparatus, Golgi stack membrane",FALSE,NA,1,0.6666666666666666
O43505,B4GAT1,"RecName: Full=Beta-1,4-glucuronyltransferase 1 {ECO:0000303|PubMed:25279697, ECO:0000303|PubMed:25279699}; EC=2.4.1.- {ECO:0000269|PubMed:25279697, ECO:0000269|PubMed:25279699}; AltName: Full=I-beta-1,3-N-acetylglucosaminyltransferase; Short=iGnT; Al",11041,ENSG00000174684,Golgi apparatus membrane,FALSE,NA,1,0.3968253968253968
Q9UPM9,B9D1,B9 domain-containing protein 1,27077,ENSG00000108641,"Cytoplasm, cytoskeleton, cilium basal body",FALSE,NA,1,0.06349206349206349
Q9BPU9,B9D2,B9 domain-containing protein 2,80776,ENSG00000123810,"Cytoplasm, cytoskeleton, cilium basal body",FALSE,NA,1,0
Q8WXS3,BAALC,Brain and acute leukemia cytoplasmic protein,79870,ENSG00000164929,Cytoplasm,FALSE,NA,1,0
Q14032,BAAT,Bile acid-CoA:amino acid N-acyltransferase,570,ENSG00000136881,"Cytoplasm, cytosol",FALSE,NA,1,0
Q9NWV8,BABAM1,BRISC and BRCA1-A complex member 1,29086,ENSG00000105393,Cytoplasm,TRUE,6,6,1
Q9NXR7,BABAM2,BRCA1-A complex subunit BRE,9577,ENSG00000158019,Cytoplasm,TRUE,1,4,0.9682539682539683
P56817,BACE1,Beta-secretase 1,23621,ENSG00000186318,Cell membrane,FALSE,NA,1,0.031746031746031744
Q9Y5Z0,BACE2,Beta-secretase 2,25825,ENSG00000182240,Cell membrane,FALSE,NA,1,0.09523809523809523
O14867,BACH1,RecName: Full=Transcription regulator protein BACH1; AltName: Full=BTB and CNC homolog 1; AltName: Full=HA2303,571,ENSG00000156273,Nucleus,FALSE,NA,2,0.7142857142857143
Q9BYV9,BACH2,Transcription regulator protein BACH2,60468,ENSG00000112182,Cytoplasm,FALSE,NA,1,0.015873015873015872
Q92934,BAD,RecName: Full=Bcl2 antagonist of cell death; Short=BAD; AltName: Full=Bcl-2-binding component 6; AltName: Full=Bcl-2-like protein 8; Short=Bcl2-L-8; AltName: Full=Bcl-XL/Bcl-2-associated death promoter,572,ENSG00000002330,Mitochondrion outer membrane,TRUE,8,4,0.9206349206349206
Q99933,BAG1,BAG family molecular chaperone regulator 1,573,ENSG00000107262,Nucleus,FALSE,NA,2.5,0.8412698412698413
O95816,BAG2,RecName: Full=BAG family molecular chaperone regulator 2; Short=BAG-2; AltName: Full=Bcl-2-associated athanogene 2,9532,ENSG00000112208,NA,TRUE,7,15,1
O95817,BAG3,RecName: Full=BAG family molecular chaperone regulator 3; Short=BAG-3; AltName: Full=Bcl-2-associated athanogene 3; AltName: Full=Bcl-2-binding protein Bis; AltName: Full=Docking protein CAIR-1,9531,ENSG00000151929,Nucleus,TRUE,7,25,1
O95429,BAG4,RecName: Full=BAG family molecular chaperone regulator 4; Short=BAG-4; AltName: Full=Bcl-2-associated athanogene 4; AltName: Full=Silencer of death domains,9530,ENSG00000156735,Cytoplasm,FALSE,NA,2,0.9523809523809523
Q9UL15,BAG5,BAG family molecular chaperone regulator 5,9529,ENSG00000166170,NA,TRUE,5,8,0.9841269841269841
P46379,BAG6,Large proline-rich protein BAG6,7917,ENSG00000204463,"Cytoplasm, cytosol",TRUE,5,31,1
Q9P281,BAHCC1,RecName: Full=BAH and coiled-coil domain-containing protein 1 {ECO:0000305}; AltName: Full=Bromo adjacent homology domain-containing protein 2; Short=BAH domain-containing protein 2,57597,ENSG00000266074,NA,FALSE,NA,1,0.20634920634920634
Q8TBE0,BAHD1,Bromo adjacent homology domain-containing 1 protein,22893,ENSG00000140320,Nucleus,FALSE,NA,1,0
Q9UQB8,BAIAP2,RecName: Full=Brain-specific angiogenesis inhibitor 1-associated protein 2; Short=BAI-associated protein 2; Short=BAI1-associated protein 2; Short=Protein BAP2; AltName: Full=Fas ligand-associated factor 3; Short=FLAF3; AltName: Full=Insulin receptor,10458,ENSG00000175866,Cytoplasm,TRUE,8,10,1
Q9UHR4,BAIAP2L1,RecName: Full=Brain-specific angiogenesis inhibitor 1-associated protein 2-like protein 1; Short=BAI1-associated protein 2-like protein 1; AltName: Full=Insulin receptor tyrosine kinase substrate,55971,ENSG00000006453,"Cytoplasm, cytoskeleton",TRUE,8,10,0.9682539682539683
Q6UXY1,BAIAP2L2,Brain-specific angiogenesis inhibitor 1-associated protein 2-like protein 2,80115,ENSG00000128298,Cell membrane,FALSE,NA,1,0
O94812,BAIAP3,BAI1-associated protein 3,8938,ENSG00000007516,"Cytoplasm, cytosol",FALSE,NA,1,0
Q16611,BAK1,RecName: Full=Bcl-2 homologous antagonist/killer; AltName: Full=Apoptosis regulator BAK; AltName: Full=Bcl-2-like protein 7; Short=Bcl2-L-7,578,ENSG00000030110,Mitochondrion outer membrane,FALSE,NA,3,0.9523809523809523
